call_date_Month,call_date_Day,a_party_id2,b_party_id,duration,charge,abbreviation,destination_name,city,sub_service_code,destination_type,package_name,call_direction
January,6,2348139842xxx,2348168913xxx,478,57.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168915xxx,394,47.28,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168929xxx,37,4.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168963xxx,4,0.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168965xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168966xxx,328,39.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168970xxx,179,21.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168982xxx,396,47.52,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348168997xxx,353,42.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169029xxx,482,57.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169068xxx,450,54,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169072xxx,375,45,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169088xxx,12,1.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169099xxx,133,15.96,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169120xxx,36,4.32,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169224xxx,107,12.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169230xxx,426,51.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169257xxx,385,46.2,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169322xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169329xxx,280,33.6,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169416xxx,990,118.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169416xxx,182,21.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169443xxx,91,10.92,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169484xxx,259,31.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169497xxx,268,32.16,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169595xxx,2,0.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169640xxx,141,16.92,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169683xxx,79,9.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169697xxx,49,5.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169740xxx,182,21.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169784xxx,272,32.64,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169867xxx,299,35.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169915xxx,310,37.2,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169925xxx,417,50.04,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169965xxx,338,40.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348169986xxx,407,48.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030024xxx,84,10.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030051xxx,368,44.16,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030051xxx,340,40.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030059xxx,577,69.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030102xxx,381,45.72,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030110xxx,258,30.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030147xxx,99,11.88,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030154xxx,380,45.6,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030262xxx,505,60.6,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030326xxx,298,35.76,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030340xxx,332,39.84,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030489xxx,157,18.84,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030501xxx,488,58.56,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030509xxx,62,7.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030551xxx,183,21.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030598xxx,440,52.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030674xxx,334,40.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030679xxx,380,45.6,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030686xxx,2,0.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030706xxx,597,71.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030724xxx,127,15.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030747xxx,206,24.72,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030767xxx,139,16.68,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030853xxx,172,20.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030917xxx,367,44.04,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349030919xxx,48,5.76,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031134xxx,11,1.32,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031174xxx,97,11.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031175xxx,287,34.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031209xxx,342,41.04,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031211xxx,183,21.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031214xxx,282,33.84,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031244xxx,493,59.16,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031264xxx,541,64.92,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031347xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031350xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031360xxx,11,1.32,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031363xxx,27,3.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031370xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031387xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031466xxx,395,47.4,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031488xxx,240,28.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031501xxx,57,6.84,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031547xxx,47,5.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031590xxx,309,37.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031692xxx,78,9.36,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031711xxx,161,19.32,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031721xxx,79,9.48,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031740xxx,92,11.04,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031764xxx,45,5.4,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031769xxx,312,37.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031826xxx,272,32.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031828xxx,847,101.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031853xxx,26,3.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031904xxx,412,49.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031914xxx,144,17.28,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031934xxx,123,14.76,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349031996xxx,215,25.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032026xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032029xxx,341,40.92,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032053xxx,600,72,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032095xxx,35,4.2,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032103xxx,153,18.36,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032124xxx,421,50.52,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032262xxx,298,35.76,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032266xxx,34,4.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032269xxx,211,25.32,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032365xxx,374,44.88,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032379xxx,91,10.92,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032380xxx,55,6.6,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032466xxx,466,55.92,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032512xxx,52,6.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032516xxx,529,63.48,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032637xxx,321,38.52,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032655xxx,100,12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032691xxx,135,16.2,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032822xxx,384,46.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032824xxx,384,46.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032841xxx,2,0.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032947xxx,632,75.84,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032948xxx,382,45.84,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032994xxx,8,0.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349032998xxx,265,31.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033007xxx,37,4.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033031xxx,37,4.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033056xxx,319,38.28,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033127xxx,375,45,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033144xxx,409,49.08,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033216xxx,492,59.04,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033346xxx,165,19.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033352xxx,148,17.76,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033378xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033426xxx,111,13.32,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033539xxx,325,39,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033539xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033565xxx,391,46.92,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033569xxx,52,6.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033659xxx,228,27.36,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033682xxx,406,48.72,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033776xxx,410,49.2,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033795xxx,27,3.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033838xxx,92,11.04,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033870xxx,72,8.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033921xxx,129,15.48,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349033968xxx,23,2.76,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034031xxx,322,38.64,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034060xxx,112,13.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034103xxx,103,12.36,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034133xxx,60,7.2,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034147xxx,46,5.52,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034158xxx,337,40.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034178xxx,526,63.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034263xxx,"1,037",124.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034313xxx,114,13.68,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034375xxx,280,33.6,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034381xxx,38,4.56,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034407xxx,1,0.12,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034421xxx,274,32.88,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034472xxx,240,28.8,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034484xxx,427,51.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034491xxx,262,31.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034498xxx,383,45.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034545xxx,549,65.88,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034559xxx,530,63.6,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034570xxx,196,23.52,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034582xxx,302,36.24,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034597xxx,244,29.28,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034646xxx,286,34.32,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034767xxx,8,0.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034783xxx,35,4.2,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034953xxx,487,58.44,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2349034954xxx,83,9.96,DC_ZONE_45,1724,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
